ID,DATE,TO,FROM,REASON,SERVER,CHANNEL,QUANT_1,QUANT_1_ID,QUANT_2,QUANT_2_ID,QUANT_3,QUANT_3_ID,AVG QUANT,DUPLICATE ID,DISMISSED,CORRECTION ADD,CORRECTION SUB,CORRECTION COMMENT,FINAL QUANT
1679,01/01/2021-00:00:00,bot4#485,47,mock reason text,mock server,mock channel,13,3,21,4,0,5,11,,,,,,11
1680,01/01/2021-00:00:00,bot11#168,37,mock reason text,mock server,mock channel,144,3,0,4,0,5,48,,,,,,48
1681,01/01/2021-00:00:00,bot5#1528,18,mock reason text,mock server,mock channel,13,2,13,3,13,4,13,,,,,,13
1682,01/01/2021-00:00:00,bot48#122,36,mock reason text,mock server,mock channel,0,1,13,2,0,3,4,,,,,,4
1683,01/01/2021-00:00:00,bot15#293,31,mock reason text,mock server,mock channel,21,0,21,1,21,2,21,,,,,,21
1684,01/01/2021-00:00:00,bot0#891,37,mock reason text,mock server,mock channel,55,0,144,1,0,2,66,,,,,,66
1685,01/01/2021-00:00:00,bot23#410,26,mock reason text,mock server,mock channel,13,8,13,9,13,0,13,,,,,,13
1686,01/01/2021-00:00:00,bot11#1339,45,mock reason text,mock server,mock channel,55,6,0,7,0,8,18,,,,,,18
1687,01/01/2021-00:00:00,bot15#777,44,mock reason text,mock server,mock channel,21,7,0,8,144,9,55,,,,,,55
1688,01/01/2021-00:00:00,bot2#1954,24,mock reason text,mock server,mock channel,55,5,55,6,55,7,55,,,,,,55
1689,01/01/2021-00:00:00,bot1#1572,36,mock reason text,mock server,mock channel,55,2,55,3,144,4,84,,,,,,84
1690,01/01/2021-00:00:00,bot10#467,39,mock reason text,mock server,mock channel,144,3,55,4,13,5,70,,,,,,70
1691,01/01/2021-00:00:00,bot22#1950,11,mock reason text,mock server,mock channel,13,7,0,8,13,9,8,,,,,,8
1692,01/01/2021-00:00:00,bot3#471,48,mock reason text,mock server,mock channel,21,6,21,7,55,8,32,,,,,,32
1693,01/01/2021-00:00:00,bot2#110,30,mock reason text,mock server,mock channel,55,5,55,6,13,7,41,,,,,,41
1694,01/01/2021-00:00:00,bot20#1421,13,mock reason text,mock server,mock channel,21,0,0,1,21,2,14,,,,,,14
1695,01/01/2021-00:00:00,bot6#368,26,mock reason text,mock server,mock channel,13,5,13,6,13,7,13,,,,,,13
1696,01/01/2021-00:00:00,bot23#1250,37,mock reason text,mock server,mock channel,0,8,144,9,144,0,96,,,,,,96
1697,01/01/2021-00:00:00,bot1#569,46,mock reason text,mock server,mock channel,21,6,0,7,55,8,25,,,,,,25
1698,01/01/2021-00:00:00,bot11#1857,25,mock reason text,mock server,mock channel,144,2,13,3,144,4,100,,,38,,addition comment,138
1699,01/01/2021-00:00:00,bot0#1532,47,mock reason text,mock server,mock channel,13,0,144,1,13,2,56,,,,,,56
1700,01/01/2021-00:00:00,bot20#1059,48,mock reason text,mock server,mock channel,55,3,55,4,55,5,55,,,,,,55
1701,01/01/2021-00:00:00,bot2#1874,46,mock reason text,mock server,mock channel,144,6,55,7,144,8,114,,,,,,114
1702,01/01/2021-00:00:00,bot0#635,6,mock reason text,mock server,mock channel,144,6,0,7,55,8,66,,,,,,66
1703,01/01/2021-00:00:00,bot9#1517,33,mock reason text,mock server,mock channel,21,5,0,6,0,7,7,,,,,,7
1704,01/01/2021-00:00:00,bot36#1666,23,mock reason text,mock server,mock channel,144,9,21,0,13,1,59,,,,,,59
1705,01/01/2021-00:00:00,bot12#1097,44,mock reason text,mock server,mock channel,0,1,13,2,144,3,52,,,,,,52
1706,01/01/2021-00:00:00,bot9#1917,11,mock reason text,mock server,mock channel,144,1,144,2,55,3,114,,,,,,114
1707,01/01/2021-00:00:00,bot15#585,13,mock reason text,mock server,mock channel,144,2,144,3,0,4,96,,TRUE,,,,0
1708,01/01/2021-00:00:00,bot5#1816,48,mock reason text,mock server,mock channel,0,8,0,9,144,0,48,,,,,,48
1709,01/01/2021-00:00:00,bot3#1838,0,mock reason text,mock server,mock channel,13,2,21,3,21,4,18,,,,,,18
1710,01/01/2021-00:00:00,bot7#1091,10,mock reason text,mock server,mock channel,13,4,21,5,55,6,29,,,,,,29
1711,01/01/2021-00:00:00,bot2#1498,32,mock reason text,mock server,mock channel,55,5,0,6,144,7,66,,,,,,66
1712,01/01/2021-00:00:00,bot10#1431,7,mock reason text,mock server,mock channel,144,8,144,9,144,0,144,,,,,,144
1713,01/01/2021-00:00:00,bot9#233,39,mock reason text,mock server,mock channel,144,8,21,9,21,0,62,,,,,,62
1714,01/01/2021-00:00:00,bot1#676,12,mock reason text,mock server,mock channel,55,6,21,7,144,8,73,,,,,,73
1715,01/01/2021-00:00:00,bot0#1043,39,mock reason text,mock server,mock channel,13,8,0,9,144,0,52,,TRUE,,,,0
1716,01/01/2021-00:00:00,bot7#481,42,mock reason text,mock server,mock channel,0,9,0,0,144,1,48,,,,,,48
1717,01/01/2021-00:00:00,bot5#1509,0,mock reason text,mock server,mock channel,144,5,0,6,144,7,96,,,,,,96
1718,01/01/2021-00:00:00,bot23#1668,29,mock reason text,mock server,mock channel,21,9,21,0,0,1,14,,,,,,14
1719,01/01/2021-00:00:00,bot15#1248,3,mock reason text,mock server,mock channel,13,6,144,7,144,8,100,,,,,,100
1720,01/01/2021-00:00:00,bot30#56,22,mock reason text,mock server,mock channel,55,7,0,8,55,9,36,,,,,,36
1721,01/01/2021-00:00:00,bot2#1505,5,mock reason text,mock server,mock channel,55,5,144,6,144,7,114,,,,,,114
1722,01/01/2021-00:00:00,bot2#443,46,mock reason text,mock server,mock channel,21,4,144,5,21,6,62,,,,,,62
1723,01/01/2021-00:00:00,bot1#181,13,mock reason text,mock server,mock channel,21,2,21,3,21,4,21,,,,2,substraction comment,19
1724,01/01/2021-00:00:00,bot15#1757,16,mock reason text,mock server,mock channel,13,8,55,9,13,0,27,,,,,,27
1725,01/01/2021-00:00:00,bot15#286,16,mock reason text,mock server,mock channel,55,8,21,9,55,0,43,,,,,,43
1726,01/01/2021-00:00:00,bot15#461,22,mock reason text,mock server,mock channel,21,6,55,7,55,8,43,,,,,,43
1727,01/01/2021-00:00:00,bot7#796,31,mock reason text,mock server,mock channel,144,3,144,4,13,5,100,,,,,,100
1728,01/01/2021-00:00:00,bot7#737,12,mock reason text,mock server,mock channel,0,8,21,9,13,0,11,,,1,,addition comment,12
1729,01/01/2021-00:00:00,bot23#84,8,mock reason text,mock server,mock channel,21,0,21,1,55,2,32,,,,,,32
1730,01/01/2021-00:00:00,bot9#1555,27,mock reason text,mock server,mock channel,144,8,144,9,13,0,100,,,,,,100
1731,01/01/2021-00:00:00,bot0#92,46,mock reason text,mock server,mock channel,21,6,21,7,21,8,21,1555,,,,,0
1732,01/01/2021-00:00:00,bot12#1081,33,mock reason text,mock server,mock channel,21,7,0,8,21,9,14,,,,,,14
1733,01/01/2021-00:00:00,bot2#217,43,mock reason text,mock server,mock channel,144,1,0,2,21,3,55,,,,,,55
1734,01/01/2021-00:00:00,bot29#1304,3,mock reason text,mock server,mock channel,21,7,55,8,13,9,29,,,,,,29
1735,01/01/2021-00:00:00,bot22#1605,33,mock reason text,mock server,mock channel,144,7,144,8,144,9,144,,,,,,144
1736,01/01/2021-00:00:00,bot2#1690,36,mock reason text,mock server,mock channel,21,9,21,0,21,1,21,,TRUE,,,,0
1737,01/01/2021-00:00:00,bot5#1766,7,mock reason text,mock server,mock channel,13,5,13,6,55,7,27,,,,,,27
1738,01/01/2021-00:00:00,bot2#1149,25,mock reason text,mock server,mock channel,144,8,144,9,0,0,96,,,,53,substraction comment,43
1739,01/01/2021-00:00:00,bot7#1372,9,mock reason text,mock server,mock channel,144,1,21,2,13,3,59,,,,,,59
1740,01/01/2021-00:00:00,bot3#1446,12,mock reason text,mock server,mock channel,0,0,144,1,144,2,96,,,,,,96
1741,01/01/2021-00:00:00,bot48#514,41,mock reason text,mock server,mock channel,0,9,144,0,0,1,48,,,,,,48
1742,01/01/2021-00:00:00,bot0#1387,41,mock reason text,mock server,mock channel,55,6,55,7,13,8,41,,,,,,41
1743,01/01/2021-00:00:00,bot8#1457,38,mock reason text,mock server,mock channel,21,2,0,3,21,4,14,,,,,,14
1744,01/01/2021-00:00:00,bot5#1124,41,mock reason text,mock server,mock channel,0,1,0,2,144,3,48,,,,,,48
1745,01/01/2021-00:00:00,bot4#431,14,mock reason text,mock server,mock channel,144,2,0,3,0,4,48,,,,,,48
1746,01/01/2021-00:00:00,bot41#863,40,mock reason text,mock server,mock channel,21,4,21,5,0,6,14,,,,,,14
1747,01/01/2021-00:00:00,bot14#1554,7,mock reason text,mock server,mock channel,55,9,55,0,144,1,84,,,,,,84
1748,01/01/2021-00:00:00,bot41#1387,44,mock reason text,mock server,mock channel,55,5,21,6,21,7,32,,,,,,32
1749,01/01/2021-00:00:00,bot32#7,35,mock reason text,mock server,mock channel,21,6,21,7,13,8,18,,,,,,18
1750,01/01/2021-00:00:00,bot15#639,40,mock reason text,mock server,mock channel,144,2,13,3,21,4,59,,,,,,59
1751,01/01/2021-00:00:00,bot41#1628,24,mock reason text,mock server,mock channel,55,2,55,3,55,4,55,,,,,,55
1752,01/01/2021-00:00:00,bot48#1250,37,mock reason text,mock server,mock channel,0,0,0,1,13,2,4,,,,,,4
1753,01/01/2021-00:00:00,bot41#172,31,mock reason text,mock server,mock channel,0,2,144,3,13,4,52,,,,,,52
1754,01/01/2021-00:00:00,bot2#1106,29,mock reason text,mock server,mock channel,13,2,0,3,13,4,8,,,,,,8
1755,01/01/2021-00:00:00,bot0#452,29,mock reason text,mock server,mock channel,144,8,144,9,144,0,144,,,,,,144
1756,01/01/2021-00:00:00,bot20#1856,38,mock reason text,mock server,mock channel,55,0,55,1,55,2,55,,,,,,55
1757,01/01/2021-00:00:00,bot1#1662,17,mock reason text,mock server,mock channel,21,0,21,1,55,2,32,,,,,,32
1758,01/01/2021-00:00:00,bot22#592,46,mock reason text,mock server,mock channel,0,8,0,9,144,0,48,,,,,,48
1759,01/01/2021-00:00:00,bot10#64,4,mock reason text,mock server,mock channel,21,9,55,0,21,1,32,,,,,,32
1760,01/01/2021-00:00:00,bot15#784,34,mock reason text,mock server,mock channel,144,1,144,2,144,3,144,,,,,,144
1761,01/01/2021-00:00:00,bot9#496,14,mock reason text,mock server,mock channel,21,5,21,6,13,7,18,,,,,,18
1762,01/01/2021-00:00:00,bot14#1259,22,mock reason text,mock server,mock channel,21,3,55,4,21,5,32,,,,,,32
1763,01/01/2021-00:00:00,bot5#1748,20,mock reason text,mock server,mock channel,55,2,13,3,144,4,70,,,,,,70
1764,01/01/2021-00:00:00,bot22#1499,7,mock reason text,mock server,mock channel,21,7,21,8,13,9,18,,,,,,18
1765,01/01/2021-00:00:00,bot7#1422,9,mock reason text,mock server,mock channel,144,8,144,9,55,0,114,,,,,,114
1766,01/01/2021-00:00:00,bot23#1023,25,mock reason text,mock server,mock channel,55,7,55,8,55,9,55,,,,,,55
1767,01/01/2021-00:00:00,bot30#1476,12,mock reason text,mock server,mock channel,55,3,0,4,144,5,66,,,,,,66
1768,01/01/2021-00:00:00,bot17#1545,41,mock reason text,mock server,mock channel,55,5,13,6,55,7,41,,,,,,41
1769,01/01/2021-00:00:00,bot2#687,1,mock reason text,mock server,mock channel,55,7,21,8,13,9,29,,,,,,29
1770,01/01/2021-00:00:00,bot2#25,32,mock reason text,mock server,mock channel,55,3,0,4,144,5,66,,,,,,66
1771,01/01/2021-00:00:00,bot41#515,30,mock reason text,mock server,mock channel,13,3,0,4,0,5,4,,,,,,4
1772,01/01/2021-00:00:00,bot20#1034,3,mock reason text,mock server,mock channel,21,4,21,5,13,6,18,,,,,,18
1773,01/01/2021-00:00:00,bot4#1882,6,mock reason text,mock server,mock channel,21,5,55,6,21,7,32,,,,14,substraction comment,18
1774,01/01/2021-00:00:00,bot2#546,29,mock reason text,mock server,mock channel,13,0,0,1,0,2,4,,,,,,4
1775,01/01/2021-00:00:00,bot1#661,2,mock reason text,mock server,mock channel,13,3,0,4,55,5,22,,,,,,22
1776,01/01/2021-00:00:00,bot32#273,15,mock reason text,mock server,mock channel,0,0,0,1,13,2,4,,,,,,4
1777,01/01/2021-00:00:00,bot2#1055,29,mock reason text,mock server,mock channel,144,8,144,9,144,0,144,,,,,,144
1778,01/01/2021-00:00:00,bot10#1302,5,mock reason text,mock server,mock channel,55,7,55,8,21,9,43,,,,,,43
1779,01/01/2021-00:00:00,bot12#587,42,mock reason text,mock server,mock channel,0,5,0,6,144,7,48,,,,,,48
1780,01/01/2021-00:00:00,bot4#1336,26,mock reason text,mock server,mock channel,144,6,144,7,144,8,144,,,,,,144
1781,01/01/2021-00:00:00,bot2#1954,49,mock reason text,mock server,mock channel,13,0,55,1,21,2,29,,,,,,29
1782,01/01/2021-00:00:00,bot1#1855,18,mock reason text,mock server,mock channel,144,2,13,3,13,4,56,,,,,,56
1783,01/01/2021-00:00:00,bot1#556,32,mock reason text,mock server,mock channel,21,7,21,8,13,9,18,,,,,,18
1784,01/01/2021-00:00:00,bot20#458,25,mock reason text,mock server,mock channel,144,8,55,9,144,0,114,,,,,,114
1785,01/01/2021-00:00:00,bot10#1285,32,mock reason text,mock server,mock channel,13,8,13,9,13,0,13,,,,,,13
1786,01/01/2021-00:00:00,bot2#911,28,mock reason text,mock server,mock channel,144,9,55,0,144,1,114,,,,,,114
1787,01/01/2021-00:00:00,bot7#843,49,mock reason text,mock server,mock channel,13,9,0,0,13,1,8,,,,,,8
1788,01/01/2021-00:00:00,bot0#426,38,mock reason text,mock server,mock channel,0,7,0,8,55,9,18,,,,,,18
1789,01/01/2021-00:00:00,bot10#1009,37,mock reason text,mock server,mock channel,55,0,55,1,144,2,84,,,,,,84
1790,01/01/2021-00:00:00,bot0#182,40,mock reason text,mock server,mock channel,144,8,144,9,55,0,114,,,,,,114
1791,01/01/2021-00:00:00,bot12#1496,44,mock reason text,mock server,mock channel,144,2,21,3,55,4,73,,,,,,73
1792,01/01/2021-00:00:00,bot12#119,31,mock reason text,mock server,mock channel,21,5,55,6,55,7,43,,TRUE,,,,0
1793,01/01/2021-00:00:00,bot1#1047,21,mock reason text,mock server,mock channel,21,6,21,7,144,8,62,,,,,,62
1794,01/01/2021-00:00:00,bot4#1108,49,mock reason text,mock server,mock channel,0,6,21,7,0,8,7,,,,,,7
1795,01/01/2021-00:00:00,bot0#921,3,mock reason text,mock server,mock channel,21,2,21,3,21,4,21,,,,,,21
1796,01/01/2021-00:00:00,bot10#444,35,mock reason text,mock server,mock channel,21,7,144,8,144,9,103,,,,,,103
1797,01/01/2021-00:00:00,bot11#1906,36,mock reason text,mock server,mock channel,21,7,55,8,21,9,32,,,25,,addition comment,57
1798,01/01/2021-00:00:00,bot7#1095,9,mock reason text,mock server,mock channel,13,8,13,9,144,0,56,,,,,,56
1799,01/01/2021-00:00:00,bot1#1526,38,mock reason text,mock server,mock channel,13,7,0,8,0,9,4,,,,,,4
1800,01/01/2021-00:00:00,bot15#1405,11,mock reason text,mock server,mock channel,0,8,13,9,0,0,4,,,3,,addition comment,7
1801,01/01/2021-00:00:00,bot2#718,0,mock reason text,mock server,mock channel,13,7,0,8,13,9,8,,,,,,8
1802,01/01/2021-00:00:00,bot2#435,11,mock reason text,mock server,mock channel,144,9,21,0,144,1,103,,,,,,103
1803,01/01/2021-00:00:00,bot1#168,29,mock reason text,mock server,mock channel,0,1,0,2,13,3,4,2064,,,,,0
1804,01/01/2021-00:00:00,bot5#1363,25,mock reason text,mock server,mock channel,55,7,0,8,21,9,25,,,,,,25
1805,01/01/2021-00:00:00,bot14#914,9,mock reason text,mock server,mock channel,0,9,0,0,13,1,4,,,,,,4
1806,01/01/2021-00:00:00,bot15#1574,42,mock reason text,mock server,mock channel,13,0,13,1,13,2,13,,,,,,13
1807,01/01/2021-00:00:00,bot23#1281,26,mock reason text,mock server,mock channel,55,0,13,1,144,2,70,,,,,,70
1808,01/01/2021-00:00:00,bot32#4,27,mock reason text,mock server,mock channel,0,1,0,2,0,3,0,,,,,,0
1809,01/01/2021-00:00:00,bot15#201,41,mock reason text,mock server,mock channel,0,6,0,7,144,8,48,,,,,,48
1810,01/01/2021-00:00:00,bot48#950,12,mock reason text,mock server,mock channel,0,4,144,5,13,6,52,,,,,,52
1811,01/01/2021-00:00:00,bot36#40,24,mock reason text,mock server,mock channel,55,6,55,7,13,8,41,,,,,,41
1812,01/01/2021-00:00:00,bot23#1865,41,mock reason text,mock server,mock channel,21,7,13,8,0,9,11,,TRUE,,,,0
1813,01/01/2021-00:00:00,bot2#780,44,mock reason text,mock server,mock channel,144,3,0,4,21,5,55,,,,,,55
1814,01/01/2021-00:00:00,bot2#1375,31,mock reason text,mock server,mock channel,13,6,55,7,0,8,22,,,,,,22
1815,01/01/2021-00:00:00,bot7#1248,41,mock reason text,mock server,mock channel,144,6,21,7,144,8,103,,,,,,103
1816,01/01/2021-00:00:00,bot34#1185,21,mock reason text,mock server,mock channel,21,0,13,1,21,2,18,,,,,,18
1817,01/01/2021-00:00:00,bot4#1561,30,mock reason text,mock server,mock channel,0,1,0,2,144,3,48,,,,,,48
1818,01/01/2021-00:00:00,bot7#1462,0,mock reason text,mock server,mock channel,55,2,0,3,55,4,36,,TRUE,,,,0
1819,01/01/2021-00:00:00,bot12#1067,4,mock reason text,mock server,mock channel,13,3,21,4,21,5,18,,,,,,18
1820,01/01/2021-00:00:00,bot1#1389,31,mock reason text,mock server,mock channel,55,5,55,6,55,7,55,,,,,,55
1821,01/01/2021-00:00:00,bot11#1482,48,mock reason text,mock server,mock channel,55,7,55,8,21,9,43,,,,,,43
1822,01/01/2021-00:00:00,bot20#286,35,mock reason text,mock server,mock channel,13,2,0,3,0,4,4,,,,,,4
1823,01/01/2021-00:00:00,bot7#1901,12,mock reason text,mock server,mock channel,21,2,13,3,21,4,18,,,,,,18
1824,01/01/2021-00:00:00,bot7#193,36,mock reason text,mock server,mock channel,13,1,13,2,55,3,27,,,,,,27
1825,01/01/2021-00:00:00,bot15#1719,10,mock reason text,mock server,mock channel,21,3,55,4,144,5,73,,,,,,73
1826,01/01/2021-00:00:00,bot20#13,43,mock reason text,mock server,mock channel,21,9,21,0,13,1,18,,,,,,18
1827,01/01/2021-00:00:00,bot6#892,15,mock reason text,mock server,mock channel,144,1,144,2,0,3,96,,,,,,96
1828,01/01/2021-00:00:00,bot5#1105,9,mock reason text,mock server,mock channel,55,0,21,1,0,2,25,,,,,,25
1829,01/01/2021-00:00:00,bot23#387,31,mock reason text,mock server,mock channel,144,7,55,8,13,9,70,,,,,,70
1830,01/01/2021-00:00:00,bot12#1364,1,mock reason text,mock server,mock channel,55,8,0,9,144,0,66,,,,,,66
1831,01/01/2021-00:00:00,bot17#244,7,mock reason text,mock server,mock channel,21,7,21,8,21,9,21,,,,,,21
1832,01/01/2021-00:00:00,bot1#1584,16,mock reason text,mock server,mock channel,144,7,55,8,55,9,84,,,,,,84
1833,01/01/2021-00:00:00,bot7#921,47,mock reason text,mock server,mock channel,0,2,21,3,144,4,55,,,,,,55
1834,01/01/2021-00:00:00,bot8#946,6,mock reason text,mock server,mock channel,0,3,13,4,13,5,8,,,,,,8
1835,01/01/2021-00:00:00,bot22#1679,47,mock reason text,mock server,mock channel,55,7,144,8,55,9,84,,,,,,84
1836,01/01/2021-00:00:00,bot36#855,5,mock reason text,mock server,mock channel,21,9,13,0,21,1,18,,,,,,18
1837,01/01/2021-00:00:00,bot32#1897,3,mock reason text,mock server,mock channel,55,9,55,0,55,1,55,,,,,,55
1838,01/01/2021-00:00:00,bot0#544,3,mock reason text,mock server,mock channel,13,4,13,5,21,6,15,,,,,,15
1839,01/01/2021-00:00:00,bot4#922,19,mock reason text,mock server,mock channel,0,1,0,2,144,3,48,,,,19,substraction comment,29
1840,01/01/2021-00:00:00,bot0#151,12,mock reason text,mock server,mock channel,13,0,21,1,13,2,15,,,,,,15
1841,01/01/2021-00:00:00,bot12#1295,0,mock reason text,mock server,mock channel,0,8,55,9,55,0,36,,,,,,36
1842,01/01/2021-00:00:00,bot30#1778,47,mock reason text,mock server,mock channel,144,6,13,7,55,8,70,,,,,,70
1843,01/01/2021-00:00:00,bot10#993,28,mock reason text,mock server,mock channel,21,0,21,1,55,2,32,,,,,,32
1844,01/01/2021-00:00:00,bot7#1540,27,mock reason text,mock server,mock channel,55,2,144,3,13,4,70,,,,47,substraction comment,23
1845,01/01/2021-00:00:00,bot36#1192,17,mock reason text,mock server,mock channel,144,2,21,3,144,4,103,,,,,,103
1846,01/01/2021-00:00:00,bot1#765,14,mock reason text,mock server,mock channel,55,1,55,2,144,3,84,,,,,,84
1847,01/01/2021-00:00:00,bot32#1863,45,mock reason text,mock server,mock channel,0,8,0,9,13,0,4,,,,,,4
1848,01/01/2021-00:00:00,bot34#1223,44,mock reason text,mock server,mock channel,13,0,55,1,0,2,22,,,,,,22
1849,01/01/2021-00:00:00,bot1#884,17,mock reason text,mock server,mock channel,144,6,0,7,0,8,48,,,,,,48
1850,01/01/2021-00:00:00,bot22#1982,1,mock reason text,mock server,mock channel,13,1,0,2,55,3,22,,,,,,22
1851,01/01/2021-00:00:00,bot4#1287,36,mock reason text,mock server,mock channel,55,3,55,4,21,5,43,,,,,,43
1852,01/01/2021-00:00:00,bot8#537,18,mock reason text,mock server,mock channel,21,0,21,1,13,2,18,,,,,,18
1853,01/01/2021-00:00:00,bot48#1508,32,mock reason text,mock server,mock channel,144,9,0,0,144,1,96,,,,,,96
1854,01/01/2021-00:00:00,bot17#563,26,mock reason text,mock server,mock channel,21,9,21,0,21,1,21,,,,,,21
1855,01/01/2021-00:00:00,bot5#769,15,mock reason text,mock server,mock channel,0,5,21,6,13,7,11,,,,,,11
1856,01/01/2021-00:00:00,bot2#657,14,mock reason text,mock server,mock channel,13,7,144,8,13,9,56,,,,,,56
1857,01/01/2021-00:00:00,bot1#1935,31,mock reason text,mock server,mock channel,0,7,55,8,0,9,18,,,,,,18
1858,01/01/2021-00:00:00,bot14#1166,17,mock reason text,mock server,mock channel,13,4,13,5,13,6,13,,,3,,addition comment,16
1859,01/01/2021-00:00:00,bot15#562,42,mock reason text,mock server,mock channel,13,7,13,8,13,9,13,,,,,,13
1860,01/01/2021-00:00:00,bot0#763,16,mock reason text,mock server,mock channel,55,6,144,7,55,8,84,,,,,,84
1861,01/01/2021-00:00:00,bot0#1901,40,mock reason text,mock server,mock channel,0,3,0,4,0,5,0,,,,,,0
1862,01/01/2021-00:00:00,bot4#178,26,mock reason text,mock server,mock channel,13,4,21,5,13,6,15,,,,,,15
1863,01/01/2021-00:00:00,bot9#1846,35,mock reason text,mock server,mock channel,21,3,21,4,13,5,18,,,1,,addition comment,19
1864,01/01/2021-00:00:00,bot6#849,0,mock reason text,mock server,mock channel,13,7,21,8,144,9,59,,,,,,59
1865,01/01/2021-00:00:00,bot20#242,27,mock reason text,mock server,mock channel,55,0,21,1,0,2,25,,,,,,25
1866,01/01/2021-00:00:00,bot15#12,13,mock reason text,mock server,mock channel,144,2,144,3,21,4,103,,,,,,103
1867,01/01/2021-00:00:00,bot2#1418,10,mock reason text,mock server,mock channel,21,7,0,8,0,9,7,,,,,,7
1868,01/01/2021-00:00:00,bot2#1776,27,mock reason text,mock server,mock channel,144,9,144,0,0,1,96,,,,,,96
1869,01/01/2021-00:00:00,bot20#1031,27,mock reason text,mock server,mock channel,55,6,13,7,55,8,41,,,,,,41
1870,01/01/2021-00:00:00,bot15#1059,46,mock reason text,mock server,mock channel,144,5,55,6,13,7,70,,,,,,70
1871,01/01/2021-00:00:00,bot6#280,25,mock reason text,mock server,mock channel,21,6,13,7,0,8,11,,,,,,11
1872,01/01/2021-00:00:00,bot14#241,4,mock reason text,mock server,mock channel,0,0,21,1,0,2,7,,,,,,7
1873,01/01/2021-00:00:00,bot5#1780,45,mock reason text,mock server,mock channel,13,8,55,9,13,0,27,,,,,,27
1874,01/01/2021-00:00:00,bot23#358,43,mock reason text,mock server,mock channel,144,9,55,0,13,1,70,,,,,,70
1875,01/01/2021-00:00:00,bot1#1811,35,mock reason text,mock server,mock channel,55,6,144,7,55,8,84,2012,,,,,0
1876,01/01/2021-00:00:00,bot41#726,41,mock reason text,mock server,mock channel,0,5,13,6,21,7,11,,,,,,11
1877,01/01/2021-00:00:00,bot2#1190,13,mock reason text,mock server,mock channel,21,4,144,5,21,6,62,,,,,,62
1878,01/01/2021-00:00:00,bot12#1247,2,mock reason text,mock server,mock channel,13,4,21,5,21,6,18,,,,,,18
1879,01/01/2021-00:00:00,bot6#1024,48,mock reason text,mock server,mock channel,55,8,13,9,55,0,41,,,,,,41
1880,01/01/2021-00:00:00,bot32#351,34,mock reason text,mock server,mock channel,13,6,0,7,55,8,22,,,,,,22
1881,01/01/2021-00:00:00,bot10#1184,36,mock reason text,mock server,mock channel,0,1,0,2,13,3,4,,,,,,4
1882,01/01/2021-00:00:00,bot6#796,39,mock reason text,mock server,mock channel,13,8,0,9,144,0,52,,,,,,52
1883,01/01/2021-00:00:00,bot22#1787,42,mock reason text,mock server,mock channel,55,9,55,0,0,1,36,,,,,,36
1884,01/01/2021-00:00:00,bot12#1415,1,mock reason text,mock server,mock channel,0,3,144,4,144,5,96,,,,,,96
1885,01/01/2021-00:00:00,bot2#528,46,mock reason text,mock server,mock channel,21,5,13,6,21,7,18,,,,,,18
1886,01/01/2021-00:00:00,bot20#26,44,mock reason text,mock server,mock channel,0,8,13,9,144,0,52,,,,,,52
1887,01/01/2021-00:00:00,bot48#1109,14,mock reason text,mock server,mock channel,55,4,55,5,55,6,55,,,,,,55
1888,01/01/2021-00:00:00,bot32#1806,49,mock reason text,mock server,mock channel,21,6,144,7,21,8,62,,,,,,62
1889,01/01/2021-00:00:00,bot7#316,7,mock reason text,mock server,mock channel,21,8,21,9,21,0,21,,,,,,21
1890,01/01/2021-00:00:00,bot11#626,48,mock reason text,mock server,mock channel,21,0,13,1,21,2,18,,,,,,18
1891,01/01/2021-00:00:00,bot12#1268,6,mock reason text,mock server,mock channel,13,7,21,8,0,9,11,,,,,,11
1892,01/01/2021-00:00:00,bot48#1334,22,mock reason text,mock server,mock channel,55,3,55,4,13,5,41,,,,,,41
1893,01/01/2021-00:00:00,bot12#1430,43,mock reason text,mock server,mock channel,144,2,144,3,21,4,103,,,,,,103
1894,01/01/2021-00:00:00,bot0#1061,0,mock reason text,mock server,mock channel,21,0,13,1,21,2,18,,,,,,18
1895,01/01/2021-00:00:00,bot1#82,0,mock reason text,mock server,mock channel,55,9,144,0,144,1,114,,,,,,114
1896,01/01/2021-00:00:00,bot1#259,11,mock reason text,mock server,mock channel,0,8,13,9,0,0,4,,,,,,4
1897,01/01/2021-00:00:00,bot2#289,16,mock reason text,mock server,mock channel,13,0,13,1,0,2,8,,,,,,8
1898,01/01/2021-00:00:00,bot12#885,34,mock reason text,mock server,mock channel,144,5,144,6,144,7,144,1226,,,,,0
1899,01/01/2021-00:00:00,bot10#300,11,mock reason text,mock server,mock channel,13,4,13,5,13,6,13,,,,,,13
1900,01/01/2021-00:00:00,bot2#760,5,mock reason text,mock server,mock channel,13,1,13,2,21,3,15,,,,,,15
1901,01/01/2021-00:00:00,bot7#1736,31,mock reason text,mock server,mock channel,55,1,0,2,55,3,36,,,,,,36
1902,01/01/2021-00:00:00,bot5#1345,38,mock reason text,mock server,mock channel,55,5,144,6,144,7,114,,,,,,114
1903,01/01/2021-00:00:00,bot14#515,49,mock reason text,mock server,mock channel,21,3,0,4,55,5,25,,,,,,25
1904,01/01/2021-00:00:00,bot22#216,8,mock reason text,mock server,mock channel,144,2,55,3,13,4,70,,,,,,70
1905,01/01/2021-00:00:00,bot11#1108,6,mock reason text,mock server,mock channel,144,1,144,2,0,3,96,,,,,,96
